1;OK;5;Limpieza, engrase de partes y control de etanqueidad ( Alveografo);12;2020/01/02;2020/02/03;2020/03/02;2020/04/01;2020/05/04;2020/06/01;2020/07/01;2020/08/03;2020/09/01;2020/10/01;2020/11/02;2020/12/01;
1;OK;6;Sustitución de piezas (Alveografo);2;2020/01/02;2020/07/01;
1;OK;7;Revisión general anual (Alveografo);1;2020/01/02;
2;OK;9;Mensual (Molino Chopin);12;2020/01/02;2020/02/03;2020/03/02;2020/04/01;2020/05/04;2020/06/01;2020/07/01;2020/08/03;2020/09/01;2020/10/01;2020/11/02;2020/12/01;
2;OK;10;Semestral Molino Chopin;2;2020/01/02;2020/07/01;
4;OK;24;Limpieza y comprobaciones (Falling Number);12;2020/01/02;2020/02/03;2020/03/02;2020/04/01;2020/05/04;2020/06/01;2020/07/01;2020/08/03;2020/09/01;2020/10/01;2020/11/02;2020/12/01;
4;OK;25;Revisión General ( Falling Number);1;2020/01/02;
9;OK;27;Limpieza y comprobación de piezas (Molino Falling Number);12;2020/01/02;2020/02/03;2020/03/02;2020/04/01;2020/05/04;2020/06/01;2020/07/01;2020/08/03;2020/09/01;2020/10/01;2020/11/02;2020/12/01;
9;OK;28;Revisión general (Molino falling Number);1;2020/01/02;
16;OK;35;Limpieza Horno;12;2020/01/20;2020/02/19;2020/03/19;2020/04/20;2020/05/19;2020/06/19;2020/07/20;2020/08/19;2020/09/21;2020/10/19;2020/11/19;2020/12/21;
19;OK;34;Limpieza Estufas;12;2020/01/20;2020/02/19;2020/03/19;2020/04/20;2020/05/19;2020/06/19;2020/07/20;2020/08/19;2020/09/21;2020/10/19;2020/11/19;2020/12/21;
22;OK;34;Limpieza Estufas;12;2020/01/20;2020/02/19;2020/03/19;2020/04/20;2020/05/19;2020/06/19;2020/07/20;2020/08/19;2020/09/21;2020/10/19;2020/11/19;2020/12/21;
24;OK;39;Limpieza y regeneración electrodo;1;2020/01/02;
24;OK;91;Limpieza externa del Ph-metro;12;2020/01/15;2020/02/17;2020/03/16;2020/04/15;2020/05/15;2020/06/15;2020/07/15;2020/08/17;2020/09/15;2020/10/15;2020/11/16;2020/12/15;
25;OK;40;Limpieza Dry-Big;12;2020/01/20;2020/02/19;2020/03/19;2020/04/20;2020/05/19;2020/06/19;2020/07/20;2020/08/19;2020/09/21;2020/10/19;2020/11/19;2020/12/21;
30;OK;46;Revisión anual Higropant;1;2020/05/22;
